INFO:root:2017-08-13,12:40:20.999441,-0.00635,-0.257, 1.038, 1.069
INFO:root:2017-08-13,12:40:21.093734,0.000977,-0.259, 1.044, 1.076
INFO:root:2017-08-13,12:40:21.164189,0.122,-0.251, 1.023, 1.061
INFO:root:2017-08-13,12:40:21.262559,0.0884,-0.221, 1.023, 1.050
INFO:root:2017-08-13,12:40:21.335752,-0.186,-0.620, 1.116, 1.290
INFO:root:2017-08-13,12:40:21.379394,0.352,0.024, 1.015, 1.074
INFO:root:2017-08-13,12:40:21.449283,-0.221,-0.521, 0.935, 1.093
INFO:root:2017-08-13,12:40:21.469123,-0.0635,-0.418, 1.021, 1.105
INFO:root:2017-08-13,12:40:21.508615,0.0591,-0.149, 1.026, 1.038
INFO:root:2017-08-13,12:40:21.547760,0.0249,-0.183, 1.033, 1.050
INFO:root:2017-08-13,12:40:21.578055,-0.0684,-0.216, 1.045, 1.069
INFO:root:2017-08-13,12:40:21.593435,0.0449,-0.243, 1.040, 1.069
INFO:root:2017-08-13,12:40:21.630470,-0.0171,-0.200, 1.035, 1.054
INFO:root:2017-08-13,12:40:21.669490,0.00879,-0.253, 1.030, 1.060
INFO:root:2017-08-13,12:40:21.706073,-0.00244,-0.257, 1.033, 1.065
INFO:root:2017-08-13,12:40:21.720723,0.121,-0.252, 1.030, 1.067
INFO:root:2017-08-13,12:40:21.759913,-0.00342,-0.248, 1.036, 1.065
INFO:root:2017-08-13,12:40:21.774278,-0.00684,-0.259, 1.032, 1.064
INFO:root:2017-08-13,12:40:21.789090,0.0,-0.244, 1.033, 1.061
INFO:root:2017-08-13,12:40:21.803237,-0.00879,-0.255, 1.042, 1.073
INFO:root:2017-08-13,12:40:21.904540,-0.0107,-0.127, 1.034, 1.042
INFO:root:2017-08-13,12:40:21.924486,-0.00195,-0.263, 1.046, 1.079
INFO:root:2017-08-13,12:40:21.944665,0.00439,-0.251, 1.035, 1.065
INFO:root:2017-08-13,12:40:21.964016,-0.00146,-0.256, 1.029, 1.061
INFO:root:2017-08-13,12:40:22.008529,-0.125,-0.373, 1.035, 1.107
INFO:root:2017-08-13,12:40:22.074636,-0.00293,-0.257, 1.037, 1.068
INFO:root:2017-08-13,12:40:22.092238,-0.00586,-0.254, 1.032, 1.063
INFO:root:2017-08-13,12:40:22.113745,-0.00635,-0.256, 1.035, 1.066
INFO:root:2017-08-13,12:40:22.134324,-0.00586,-0.254, 1.035, 1.066
INFO:root:2017-08-13,12:40:22.156511,-0.00391,-0.261, 1.037, 1.069
INFO:root:2017-08-13,12:40:22.178734,-0.125,-0.259, 1.039, 1.078
INFO:root:2017-08-13,12:40:22.253395,-0.0083,-0.248, 1.031, 1.061
INFO:root:2017-08-13,12:40:22.295436,-0.00293,-0.252, 1.036, 1.066
INFO:root:2017-08-13,12:40:22.314596,0.0,-0.254, 1.038, 1.068
INFO:root:2017-08-13,12:40:22.346312,-0.00439,-0.335, 1.029, 1.082
INFO:root:2017-08-13,12:40:22.396583,-0.207,-0.381, 1.097, 1.180
INFO:root:2017-08-13,12:40:22.448189,0.584,0.187, 1.089, 1.250
INFO:root:2017-08-13,12:40:22.464167,-0.729,-0.755, 0.950, -1.415
INFO:root:2017-08-13,12:40:22.489458,-0.659,-0.611, 0.887, -1.263
INFO:root:2017-08-13,12:40:22.510273,-0.376,-0.484, 1.104, 1.263
INFO:root:2017-08-13,12:40:22.529885,0.593,0.029, 1.122, 1.269
INFO:root:2017-08-13,12:40:22.562569,-0.129,-0.623, 1.098, 1.269
INFO:root:2017-08-13,12:40:22.588581,0.191,0.038, 1.093, 1.110
INFO:root:2017-08-13,12:40:22.631455,-0.0894,-0.052, 1.057, 1.062
INFO:root:2017-08-13,12:40:22.650478,0.235,0.092, 1.055, 1.085
INFO:root:2017-08-13,12:40:22.670960,0.225,0.013, 0.975, 1.001
INFO:root:2017-08-13,12:40:22.692379,-0.0659,-0.341, 0.976, 1.036
INFO:root:2017-08-13,12:40:22.735004,-0.043,-0.373, 1.022, 1.089
INFO:root:2017-08-13,12:40:22.757277,0.0771,-0.193, 1.020, 1.041
INFO:root:2017-08-13,12:40:22.777728,0.0713,-0.210, 1.023, 1.047
INFO:root:2017-08-13,12:40:22.798424,0.0659,-0.245, 1.017, 1.048
INFO:root:2017-08-13,12:40:22.851427,0.0127,-0.367, 1.044, 1.107
INFO:root:2017-08-13,12:40:22.891064,0.00244,-0.305, 1.041, 1.084
INFO:root:2017-08-13,12:40:22.915062,-0.019,-0.258, 1.051, 1.082
INFO:root:2017-08-13,12:40:22.954683,-0.00537,-0.256, 1.034, 1.065
INFO:root:2017-08-13,12:40:22.968920,-0.0142,-0.261, 1.028, 1.061
INFO:root:2017-08-13,12:40:22.983850,-0.00537,-0.263, 1.030, 1.063
INFO:root:2017-08-13,12:40:22.999126,-0.00537,-0.260, 1.030, 1.063
INFO:root:2017-08-13,12:40:23.015936,-0.00391,-0.263, 1.037, 1.070
INFO:root:2017-08-13,12:40:23.032283,-0.00781,-0.257, 1.034, 1.066
INFO:root:2017-08-13,12:40:23.048118,0.125,-0.261, 1.035, 1.074
INFO:root:2017-08-13,12:40:23.066325,-0.00391,-0.264, 1.038, 1.071
INFO:root:2017-08-13,12:40:23.081549,-0.00244,-0.261, 1.028, 1.061
INFO:root:2017-08-13,12:40:23.096247,0.000488,-0.255, 1.032, 1.063
INFO:root:2017-08-13,12:40:23.117841,-0.00537,-0.264, 1.033, 1.066
INFO:root:2017-08-13,12:40:23.142667,-0.00684,-0.265, 1.027, 1.060
INFO:root:2017-08-13,12:40:23.164932,-0.00488,-0.259, 1.028, 1.060
INFO:root:2017-08-13,12:40:23.194430,-0.00293,-0.256, 1.032, 1.063
INFO:root:2017-08-13,12:40:23.209106,-0.00537,-0.258, 1.038, 1.069
INFO:root:2017-08-13,12:40:23.223442,-0.00586,-0.261, 1.039, 1.071
INFO:root:2017-08-13,12:40:23.262568,-0.00146,-0.257, 1.032, 1.064
INFO:root:2017-08-13,12:40:23.301697,-0.00928,-0.259, 1.030, 1.062
INFO:root:2017-08-13,12:40:23.316290,-0.00537,-0.260, 1.033, 1.065
INFO:root:2017-08-13,12:40:23.343019,-0.00146,-0.255, 1.042, 1.072
INFO:root:2017-08-13,12:40:23.357598,0.000977,-0.259, 1.031, 1.063
INFO:root:2017-08-13,12:40:23.396020,-0.00146,-0.263, 1.036, 1.069
INFO:root:2017-08-13,12:40:23.410502,0.117,-0.252, 1.037, 1.073
INFO:root:2017-08-13,12:40:23.425038,-0.00195,-0.259, 1.036, 1.068
INFO:root:2017-08-13,12:40:23.464328,0.000488,-0.260, 1.037, 1.069
INFO:root:2017-08-13,12:40:23.516818,0.00439,-0.260, 1.030, 1.063
INFO:root:2017-08-13,12:40:23.544995,0.0347,-0.274, 1.023, 1.060
INFO:root:2017-08-13,12:40:23.586250,0.277,0.153, 1.085, 1.131
INFO:root:2017-08-13,12:40:23.667710,0.711,0.243, 1.059, 1.298
INFO:root:2017-08-13,12:40:23.690097,0.294,0.585, 1.179, 1.349
INFO:root:2017-08-13,12:40:23.710662,0.251,-0.700, 0.999, 1.245
INFO:root:2017-08-13,12:40:23.732419,0.318,0.552, 1.195, 1.355
INFO:root:2017-08-13,12:40:23.772153,0.235,0.417, 1.066, 1.168
INFO:root:2017-08-13,12:40:23.817634,0.549,-0.631, 0.893, 1.223
INFO:root:2017-08-13,12:40:23.842968,0.421,0.187, 1.077, 1.171
INFO:root:2017-08-13,12:40:23.890901,0.124,-0.245, 1.078, 1.113
INFO:root:2017-08-13,12:40:23.941642,-0.0557,-0.494, 1.121, 1.226
INFO:root:2017-08-13,12:40:23.969365,-0.0718,-0.403, 1.033, 1.111
INFO:root:2017-08-13,12:40:24.022637,-0.0767,-0.144, 1.036, 1.049
INFO:root:2017-08-13,12:40:24.073110,-0.0503,-0.295, 1.035, 1.078
INFO:root:2017-08-13,12:40:24.154690,-0.0151,-0.268, 1.042, 1.076
INFO:root:2017-08-13,12:40:24.197687,-0.00537,-0.263, 1.037, 1.069
INFO:root:2017-08-13,12:40:24.254043,-0.125,-0.265, 1.036, 1.076
INFO:root:2017-08-13,12:40:24.275097,-0.00391,-0.268, 1.040, 1.074
INFO:root:2017-08-13,12:40:24.295347,-0.00439,-0.266, 1.028, 1.062
INFO:root:2017-08-13,12:40:24.335223,-0.00146,-0.263, 1.029, 1.062
INFO:root:2017-08-13,12:40:24.358224,-0.00586,-0.266, 1.026, 1.060
INFO:root:2017-08-13,12:40:24.384094,-0.125,-0.267, 1.037, 1.078
INFO:root:2017-08-13,12:40:24.408971,-0.00195,-0.268, 1.028, 1.063
INFO:root:2017-08-13,12:40:24.472453,-0.0112,-0.264, 1.029, 1.062
INFO:root:2017-08-13,12:40:24.484170,-0.0107,-0.266, 1.030, 1.064
INFO:root:2017-08-13,12:40:24.498889,-0.000488,-0.258, 1.045, 1.076
INFO:root:2017-08-13,12:40:24.537987,-0.00537,-0.265, 1.034, 1.067
